venta_det_id,venta_id,producto_id,cantidad,precio_compra,precio_venta,descuento;;;;;;;;;total;;;;;
3869,3632,1,2,13,20,4;;3869;3632;1;2;13;20;4;;;;;;
3870,3633,4,1,40,50,0;;3870;3633;4;1;40;50;0;;;;;;
3871,3634,2,2,25,35,4;;3871;3634;2;2;25;35;4;;;;;;
3872,3635,2,1,25,35,0;;3872;3635;2;1;25;35;0;;;;;;
3873,3636,2,5,25,35,15;;3873;3636;2;5;25;35;15;;;;;;
3874,3637,4,3,40,50,15;;3874;3637;4;3;40;50;15;;;;;;
3875,3638,3,1,25,35,0;;3875;3638;3;1;25;35;0;;;;;;
3876,3639,1,10,13,20,10;;3876;3639;1;10;13;20;10;;;;;;
3877,3640,2,3,25,35,6;;3877;3640;2;3;25;35;6;;;;;;
3878,3641,4,1,40,50,0;;3878;3641;4;1;40;50;0;;;;;;
3879,3642,2,1,25,35,0;;3879;3642;2;1;25;35;0;;;;;;
3880,3643,1,1,13,20,0;;3880;3643;1;1;13;20;0;;;;;;
3881,3644,2,1,25,35,0;;3881;3644;2;1;25;35;0;;;;;;
3882,3645,1,1,13,20,0;;3882;3645;1;1;13;20;0;;;;;;
3883,3646,3,,25,35,0;;3883;3646;3;;25;35;0;;;;;;
3884,3647,1,1,13,20,0;;3884;3647;1;1;13;20;0;;;;;;
3885,3648,2,1,25,35,0;;3885;3648;2;1;25;35;0;;;;;;
3886,3649,4,3,40,50,15;;3886;3649;4;3;40;50;15;;;;;;
3887,3650,2,2,25,35,6;;3887;3650;2;2;25;35;6;;;;;;
3888,3651,1,1,13,20,0;;3888;3651;1;1;13;20;0;;;;;;
3889,3652,4,1,40,50,0;;3889;3652;4;1;40;50;0;;;;;;
3890,3653,4,1,40,50,0;;3890;3653;4;1;40;50;0;;;;;;
3891,3654,2,1,25,35,0;;3891;3654;2;1;25;35;0;;;;;;
3892,3655,3,3,25,35,9;;3892;3655;3;3;25;35;9;;;;;;
3893,3656,4,5,40,50,25;;3893;3656;4;5;40;50;25;;;;;;
3894,3657,1,1,13,20,0;;3894;3657;1;1;13;20;0;;;;;;
3895,3658,2,2,25,35,4;;3895;3658;2;2;25;35;4;;;;;;
3896,3659,1,2,13,20,4;;3896;3659;1;2;13;20;4;;;;;;
3897,3660,4,3,40,50,6;;3897;3660;4;3;40;50;6;;;;;;
3898,3661,1,1,13,20,0;;3898;3661;1;1;13;20;0;;;;;;
3899,3662,3,1,25,35,0;;3899;3662;3;1;25;35;0;;;;;;
3900,3663,1,1,13,20,0;;3900;3663;1;1;13;20;0;;;;;;
3901,3664,4,1,40,50,0;;3901;3664;4;1;40;50;0;;;;;;
3902,3665,1,1,13,20,0;;3902;3665;1;1;13;20;0;;;;;;
3903,3666,2,1,25,35,0;;3903;3666;2;1;25;35;0;;;;;;
3904,3667,1,1,13,20,0;;3904;3667;1;1;13;20;0;;;;;;
3905,3668,4,1,40,50,0;;3905;3668;4;1;40;50;0;;;;;;
3906,3669,4,10,40,50,50;;3906;3669;4;10;40;50;50;;;;;;
3907,3670,1,2,13,20,4;;3907;3670;1;2;13;20;4;;;;;;
3908,3671,3,1,25,35,0;;3908;3671;3;1;25;35;0;;;;;;
3909,3672,3,1,25,35,0;;3909;3672;3;1;25;35;0;;;;;;
3910,3673,4,3,40,50,6;;3910;3673;4;3;40;50;6;;;;;;
3911,3674,1,1,13,20,0;;3911;3674;1;1;13;20;0;;;;;;
3912,3675,1,2,13,20,4;;3912;3675;1;2;13;20;4;;;;;;
3913,3676,2,1,25,35,0;;3913;3676;2;1;25;35;0;;;;;;
3914,3677,4,3,40,50,15;;3914;3677;4;3;40;50;15;;;;;;
3915,3678,1,3,13,20,6;;3915;3678;1;3;13;20;6;;;;;;
3916,3679,2,3,25,35,9;;3916;3679;2;3;25;35;9;;;;;;
3917,3680,1,1,13,20,0;;3917;3680;1;1;13;20;0;;;;;;
3918,3681,3,1,25,35,0;;3918;3681;3;1;25;35;0;;;;;;
3919,3682,1,1,13,20,0;;3919;3682;1;1;13;20;0;;;;;;
3920,3683,2,2,25,35,6;;3920;3683;2;2;25;35;6;;;;;;
3921,3684,4,3,40,50,15;;3921;3684;4;3;40;50;15;;;;;;
3922,3685,2,1,25,35,0;;3922;3685;2;1;25;35;0;;;;;;
3923,3686,1,5,13,20,10;;3923;3686;1;5;13;20;10;;;;;;
3924,3687,4,3,40,50,15;;3924;3687;4;3;40;50;15;;;;;;
3925,3688,1,1,13,20,0;;3925;3688;1;1;13;20;0;;;;;;
3926,3689,4,1,40,50,0;;3926;3689;4;1;40;50;0;;;;;;
3927,3690,3,1,25,35,0;;3927;3690;3;1;25;35;0;;;;;;
3928,3691,1,1,13,20,0;;3928;3691;1;1;13;20;0;;;;;;
3929,3692,4,1,40,50,0;;3929;3692;4;1;40;50;0;;;;;;
3930,3693,1,1,13,20,0;;3930;3693;1;1;13;20;0;;;;;;
3931,3694,2,1,25,35,0;;3931;3694;2;1;25;35;0;;;;;;
3932,3695,2,1,25,35,0;;3932;3695;2;1;25;35;0;;;;;;
3933,3696,4,1,40,50,0;;3933;3696;4;1;40;50;0;;;;;;
3934,3697,1,1,13,20,0;;3934;3697;1;1;13;20;0;;;;;;
3935,3698,1,1,13,20,0;;3935;3698;1;1;13;20;0;;;;;;
3936,3699,2,1,25,35,0;;3936;3699;2;1;25;35;0;;;;;;
3937,3700,1,1,13,20,0;;3937;3700;1;1;13;20;0;;;;;;
3938,3701,3,1,25,35,0;;3938;3701;3;1;25;35;0;;;;;;
3939,3702,2,1,25,35,0;;3939;3702;2;1;25;35;0;;;;;;
3940,3703,1,2,13,20,4;;3940;3703;1;2;13;20;4;;;;;;
3941,3704,4,3,40,50,6;;3941;3704;4;3;40;50;6;;;;;;
3942,3705,2,2,25,35,4;;3942;3705;2;2;25;35;4;;;;;;
3943,3706,3,10,25,35,35;;3943;3706;3;10;25;35;35;;;;;;
3944,3707,2,10,25,35,35;;3944;3707;2;10;25;35;35;;;;;;
3945,3708,4,2,40,50,4;;3945;3708;4;2;40;50;4;;d;;;;
3946,3709,1,2,13,20,4;;3946;3709;1;2;13;20;4;;;;;;
3947,3710,3,2,25,35,4;;3947;3710;3;2;25;35;4;;;;;;
3948,3711,1,1,13,20,0;;3948;3711;1;1;13;20;0;;;;;;
3949,3712,2,1,25,35,0;;3949;3712;2;1;25;35;0;;;;;;
3950,3713,1,1,13,20,0;;3950;3713;1;1;13;20;0;;;;;;
3951,3714,2,1,25,35,0;;3951;3714;2;1;25;35;0;;;;;;
3952,3715,1,1,13,20,0;;3952;3715;1;1;13;20;0;;;;;;
3953,3716,2,1,25,35,0;;3953;3716;2;1;25;35;0;;;;;;
3954,3717,1,3,13,20,6;;3954;3717;1;3;13;20;6;;;;;;
3955,3718,3,6,25,35,24;;3955;3718;3;6;25;35;24;;;;;;
3956,3719,1,10,13,20,50;;3956;3719;1;10;13;20;50;;;;;;
3957,3720,2,3,25,35,6;;3957;3720;2;3;25;35;6;;;;;;
3958,3721,2,2,25,35,4;;3958;3721;2;2;25;35;4;;;;;;
3959,3722,4,3,40,50,15;;3959;3722;4;3;40;50;15;;;;;;
3960,3723,2,1,25,35,0;;3960;3723;2;1;25;35;0;;;;;;
3961,3724,1,2,13,20,4;;3961;3724;1;2;13;20;4;;;;;;
3962,3725,4,1,40,50,0;;3962;3725;4;1;40;50;0;;;;;;
3963,3726,1,1,13,20,0;;3963;3726;1;1;13;20;0;;;;;;
3964,3727,2,2,25,35,6;;3964;3727;2;2;25;35;6;;;;;;
3965,3728,4,1,40,50,0;;3965;3728;4;1;40;50;0;;;;;;
3966,3729,1,1,13,20,0;;3966;3729;1;1;13;20;0;;;;;;
3967,3730,3,1,25,35,0;;3967;3730;3;1;25;35;0;;;;;;
3968,3731,4,1,40,50,0;;3968;3731;4;1;40;50;0;;;;;;
3969,3732,1,1,13,20,0;;3969;3732;1;1;13;20;0;;;;;;
3970,3733,1,1,13,20,0;;3970;3733;1;1;13;20;0;;;;;;
3971,3734,2,1,25,35,0;;3971;3734;2;1;25;35;0;;;;;;
3972,3735,1,1,13,20,0;;3972;3735;1;1;13;20;0;;;;;;
3973,3736,2,2,25,35,5;;3973;3736;2;2;25;35;5;;;;;;
3974,3737,2,1,25,35,0;;3974;3737;2;1;25;35;0;;;;;;
3975,3738,1,1,13,20,0;;3975;3738;1;1;13;20;0;;;;;;
3976,3739,4,1,40,50,0;;3976;3739;4;1;40;50;0;;;;;;
3977,3740,4,1,40,50,0;;3977;3740;4;1;40;50;0;;;;;;
3978,3741,3,1,25,35,0;;3978;3741;3;1;25;35;0;;;;;;
3979,3742,1,1,13,20,0;;3979;3742;1;1;13;20;0;;;;;;
3980,3743,4,1,40,50,0;;3980;3743;4;1;40;50;0;;;;;;
3981,3744,1,1,13,20,0;;3981;3744;1;1;13;20;0;;;;;;
3982,3745,1,5,13,20,20;;3982;3745;1;5;13;20;20;;;;;;
3983,3746,2,5,25,35,20;;3983;3746;2;5;25;35;20;;;;;;
3984,3747,1,5,13,20,15;;3984;3747;1;5;13;20;15;;;;;;
3985,3748,2,3,25,35,6;;3985;3748;2;3;25;35;6;;;;;;
3986,3749,1,3,13,20,6;;3986;3749;1;3;13;20;6;;;;;;
3987,3750,4,5,40,50,15;;3987;3750;4;5;40;50;15;;;;;;
3988,3751,3,1,25,35,0;;3988;3751;3;1;25;35;0;;;;;;
3989,3752,1,2,13,20,4;;3989;3752;1;2;13;20;4;;;;;;
3990,3753,1,1,13,20,0;;3990;3753;1;1;13;20;0;;;;;;
3991,3754,2,1,25,35,0;;3991;3754;2;1;25;35;0;;;;;;
3992,3755,1,1,13,20,0;;3992;3755;1;1;13;20;0;;;;;;
3993,3756,2,1,25,35,0;;3993;3756;2;1;25;35;0;;;;;;
3994,3757,2,1,25,35,0;;3994;3757;2;1;25;35;0;;;;;;
3995,3758,1,1,13,20,0;;3995;3758;1;1;13;20;0;;;;;;
3996,3759,4,1,40,50,0;;3996;3759;4;1;40;50;0;;;;;;
3997,3760,4,1,40,50,0;;3997;3760;4;1;40;50;0;;;;;;
3998,3761,1,1,13,20,0;;3998;3761;1;1;13;20;0;;;;;;
3999,3762,4,1,40,50,0;;3999;3762;4;1;40;50;0;;;;;;
4000,3763,1,1,13,20,0;;4000;3763;1;1;13;20;0;;;;;;
4001,3764,3,2,25,35,6;;4001;3764;3;2;25;35;6;;;;;;
4002,3765,4,1,40,50,0;;4002;3765;4;1;40;50;0;;;;;;
4003,3766,1,1,13,20,0;;4003;3766;1;1;13;20;0;;;;;;
4004,3767,1,3,13,20,6;;4004;3767;1;3;13;20;6;;;;;;
4005,3768,4,5,40,50,25;;4005;3768;4;5;40;50;25;;;;;;
4006,3769,1,3,13,20,6;;4006;3769;1;3;13;20;6;;;;;;
4007,3770,4,2,40,50,10;;4007;3770;4;2;40;50;10;;;;;;
4008,3771,2,1,25,35,0;;4008;3771;2;1;25;35;0;;;;;;
4009,3772,4,3,40,50,15;;4009;3772;4;3;40;50;15;;;;;;
4010,3773,1,3,13,20,6;;4010;3773;1;3;13;20;6;;;;;;
4011,3774,1,1,13,20,0;;4011;3774;1;1;13;20;0;;;;;;
4012,3775,2,2,25,35,4;;4012;3775;2;2;25;35;4;;;;;;
4013,3776,2,1,25,35,0;;4013;3776;2;1;25;35;0;;;;;;
4014,3777,4,1,40,50,0;;4014;3777;4;1;40;50;0;;;;;;
4015,3778,1,3,13,20,6;;4015;3778;1;3;13;20;6;;;;;;
4016,3779,1,2,13,20,4;;4016;3779;1;2;13;20;4;;;;;;
4017,3780,3,1,25,35,0;;4017;3780;3;1;25;35;0;;;;;;
4018,3781,1,2,13,20,4;;4018;3781;1;2;13;20;4;;;;;;
4019,3782,2,2,25,35,4;;4019;3782;2;2;25;35;4;;;;;;
4020,3783,2,1,25,35,0;;4020;3783;2;1;25;35;0;;;;;;
4021,3784,4,1,40,50,0;;4021;3784;4;1;40;50;0;;;;;;
4022,3785,1,1,13,20,0;;4022;3785;1;1;13;20;0;;;;;;
4023,3786,1,1,13,20,0;;4023;3786;1;1;13;20;0;;;;;;
4024,3787,3,1,25,35,0;;4024;3787;3;1;25;35;0;;;;;;
4025,3788,2,1,25,35,0;;4025;3788;2;1;25;35;0;;;;;;
4026,3789,1,1,13,20,0;;4026;3789;1;1;13;20;0;;;;;;
4027,3790,2,1,25,35,0;;4027;3790;2;1;25;35;0;;;;;;
4028,3791,2,1,25,35,0;;4028;3791;2;1;25;35;0;;;;;;
4029,3792,4,1,40,50,0;;4029;3792;4;1;40;50;0;;;;;;
4030,3793,1,5,13,20,20;;4030;3793;1;5;13;20;20;;;;;;
4031,3794,1,5,13,20,20;;4031;3794;1;5;13;20;20;;;;;;
4032,3795,2,3,25,35,6;;4032;3795;2;3;25;35;6;;;;;;
4033,3796,1,3,13,20,6;;4033;3796;1;3;13;20;6;;;;;;
4034,3797,3,2,25,35,4;;4034;3797;3;2;25;35;4;;;;;;
4035,3798,1,3,13,20,6;;4035;3798;1;3;13;20;6;;;;;;
4036,3799,4,1,40,50,0;;4036;3799;4;1;40;50;0;;;;;;
4037,3800,1,2,13,20,4;;4037;3800;1;2;13;20;4;;;;;;
4038,3801,2,1,25,35,0;;4038;3801;2;1;25;35;0;;;;;;
4039,3802,4,3,40,50,15;;4039;3802;4;3;40;50;15;;;;;;
4040,3803,1,2,13,20,4;;4040;3803;1;2;13;20;4;;;;;;
4041,3804,1,1,13,20,0;;4041;3804;1;1;13;20;0;;;;;;
4042,3805,2,1,25,35,0;;4042;3805;2;1;25;35;0;;;;;;
4043,3806,4,1,40,50,0;;4043;3806;4;1;40;50;0;;;;;;
4044,3807,1,3,13,20,6;;4044;3807;1;3;13;20;6;;;;;;
4045,3808,1,2,13,20,4;;4045;3808;1;2;13;20;4;;;;;;
4046,3809,1,1,13,20,0;;4046;3809;1;1;13;20;0;;;;;;
4047,3810,2,1,25,35,0;;4047;3810;2;1;25;35;0;;;;;;
4048,3811,1,1,13,20,0;;4048;3811;1;1;13;20;0;;;;;;
4049,3812,3,1,25,35,0;;4049;3812;3;1;25;35;0;;;;;;
4050,3813,2,1,25,35,0;;4050;3813;2;1;25;35;0;;;;;;
4051,3814,1,2,13,20,4;;4051;3814;1;2;13;20;4;;;;;;
4052,3815,4,2,40,50,4;;4052;3815;4;2;40;50;4;;;;;;
4053,3816,4,1,40,50,0;;4053;3816;4;1;40;50;0;;;;;;
4054,3817,1,1,13,20,0;;4054;3817;1;1;13;20;0;;;;;;
4055,3818,3,1,25,35,0;;4055;3818;3;1;25;35;0;;;;;;
4056,3819,2,1,25,35,0;;4056;3819;2;1;25;35;0;;;;;;
4057,3820,1,1,13,20,0;;4057;3820;1;1;13;20;0;;;;;;
4058,3821,4,1,40,50,0;;4058;3821;4;1;40;50;0;;;;;;
4059,3822,1,10,13,20,20;;4059;3822;1;10;13;20;20;;;;;;
4060,3823,1,10,13,20,20;;4060;3823;1;10;13;20;20;;;;;;
4061,3824,3,10,25,35,50;;4061;3824;3;10;25;35;50;;;;;;
4062,3825,1,2,13,20,4;;4062;3825;1;2;13;20;4;;;;;;
4063,3826,2,1,25,35,0;;4063;3826;2;1;25;35;0;;;;;;
4064,3827,2,1,25,35,0;;4064;3827;2;1;25;35;0;;;;;;
4065,3828,1,2,13,20,4;;4065;3828;1;2;13;20;4;;;;;;
4066,3829,4,1,40,50,0;;4066;3829;4;1;40;50;0;;;;;;
4067,3830,4,2,40,50,4;;4067;3830;4;2;40;50;4;;;;;;
4068,3831,1,2,13,20,4;;4068;3831;1;2;13;20;4;;;;;;
4069,3832,3,1,25,35,0;;4069;3832;3;1;25;35;0;;;;;;
4070,3833,1,3,13,20,6;;4070;3833;1;3;13;20;6;;;;;;
4071,3834,4,1,40,50,0;;4071;3834;4;1;40;50;0;;;;;;
4072,3835,2,2,25,35,6;;4072;3835;2;2;25;35;6;;;;;;
4073,3836,1,1,13,20,0;;4073;3836;1;1;13;20;0;;;;;;
4074,3837,4,2,40,50,10;;4074;3837;4;2;40;50;10;;;;;;
4075,3838,2,1,25,35,0;;4075;3838;2;1;25;35;0;;;;;;
4076,3839,1,1,13,20,0;;4076;3839;1;1;13;20;0;;;;;;
4077,3840,3,1,25,35,0;;4077;3840;3;1;25;35;0;;;;;;
4078,3841,1,1,13,20,0;;4078;3841;1;1;13;20;0;;;;;;
4079,3842,1,1,13,20,0;;4079;3842;1;1;13;20;0;;;;;;
4080,3843,4,1,40,50,0;;4080;3843;4;1;40;50;0;;;;;;
4081,3844,2,2,25,35,4;;4081;3844;2;2;25;35;4;;;;;;
4082,3845,1,1,13,20,0;;4082;3845;1;1;13;20;0;;;;;;
4083,3846,3,2,25,35,4;;4083;3846;3;2;25;35;4;;;;;;
4084,3847,2,1,25,35,0;;4084;3847;2;1;25;35;0;;;;;;
4085,3848,4,1,40,50,0;;4085;3848;4;1;40;50;0;;;;;;
4086,3849,1,1,13,20,0;;4086;3849;1;1;13;20;0;;;;;;
4087,3850,1,3,13,20,6;;4087;3850;1;3;13;20;6;;;;;;
4088,3851,4,1,40,50,0;;4088;3851;4;1;40;50;0;;;;;;
4089,3852,1,1,13,20,0;;4089;3852;1;1;13;20;0;;;;;;
4090,3853,2,2,25,35,4;;4090;3853;2;2;25;35;4;;;;;;
4091,3854,1,1,13,20,0;;4091;3854;1;1;13;20;0;;;;;;
4092,3855,3,1,25,35,0;;4092;3855;3;1;25;35;0;;;;;;
4093,3856,2,1,25,35,0;;4093;3856;2;1;25;35;0;;;;;;
4094,3857,4,5,40,50,35;;4094;3857;4;5;40;50;35;;;;;;
4095,3858,1,10,13,20,20;;4095;3858;1;10;13;20;20;;;;;;
4096,3859,1,10,13,20,20;;4096;3859;1;10;13;20;20;;;;;;
4097,3860,1,10,13,20,20;;4097;3860;1;10;13;20;20;;;;;;
4098,3861,2,3,25,35,6;;4098;3861;2;3;25;35;6;;;;;;
4099,3862,1,2,13,20,4;;4099;3862;1;2;13;20;4;;;;;;
4100,3863,3,1,25,35,0;;4100;3863;3;1;25;35;0;;;;;;
4101,3864,2,1,25,35,0;;4101;3864;2;1;25;35;0;;;;;;
4102,3865,1,3,13,20,6;;4102;3865;1;3;13;20;6;;;;;;
4103,3866,4,1,40,50,0;;4103;3866;4;1;40;50;0;;;;;;
4104,3867,4,1,40,50,0;;4104;3867;4;1;40;50;0;;;;;;
4105,3868,1,3,13,20,6;;4105;3868;1;3;13;20;6;;;;;;
4106,3869,2,2,25,35,6;;4106;3869;2;2;25;35;6;;;;;;
4107,3870,1,1,13,20,0;;4107;3870;1;1;13;20;0;;;;;;
4108,3871,1,1,13,20,0;;4108;3871;1;1;13;20;0;;;;;;
4109,3872,1,1,13,20,0;;4109;3872;1;1;13;20;0;;;;;;
4110,3873,3,5,25,35,15;;4110;3873;3;5;25;35;15;;;;;;
4111,3874,4,5,40,50,25;;4111;3874;4;5;40;50;25;;;;;;
4112,3875,1,1,13,20,0;;4112;3875;1;1;13;20;0;;;;;;
4113,3876,2,1,25,35,0;;4113;3876;2;1;25;35;0;;;;;;
4114,3877,2,1,25,35,0;;4114;3877;2;1;25;35;0;;;;;;
4115,3878,4,1,40,50,0;;4115;3878;4;1;40;50;0;;;;;;
4116,3879,1,1,13,20,0;;4116;3879;1;1;13;20;0;;;;;;
4117,3880,4,1,40,50,0;;4117;3880;4;1;40;50;0;;;;;;
4118,3881,3,1,25,35,0;;4118;3881;3;1;25;35;0;;;;;;
4119,3882,1,1,13,20,0;;4119;3882;1;1;13;20;0;;;;;;
4120,3883,1,1,13,20,0;;4120;3883;1;1;13;20;0;;;;;;
4121,3884,1,1,13,20,0;;4121;3884;1;1;13;20;0;;;;;;
4122,3885,2,3,25,35,6;;4122;3885;2;3;25;35;6;;;;;;
4123,3886,2,3,25,35,6;;4123;3886;2;3;25;35;6;;;;;;
4124,3887,2,3,25,35,6;;4124;3887;2;3;25;35;6;;;;;;
4125,3888,1,1,13,20,0;;4125;3888;1;1;13;20;0;;;;;;
4126,3889,1,1,13,20,0;;4126;3889;1;1;13;20;0;;;;;;
4127,3890,3,1,25,35,0;;4127;3890;3;1;25;35;0;;;;;;
4128,3891,4,2,40,50,4;;4128;3891;4;2;40;50;4;;;;;;
4129,3892,1,2,13,20,4;;4129;3892;1;2;13;20;4;;;;;;
4130,3893,1,1,13,20,0;;4130;3893;1;1;13;20;0;;;;;;
4131,3894,2,1,25,35,0;;4131;3894;2;1;25;35;0;;;;;;
4132,3895,4,1,40,50,0;;4132;3895;4;1;40;50;0;;;;;;
4133,3896,4,1,40,50,0;;4133;3896;4;1;40;50;0;;;;;;
4134,3897,4,1,40,50,0;;4134;3897;4;1;40;50;0;;;;;;
4135,3898,4,1,40,50,0;;4135;3898;4;1;40;50;0;;;;;;
4136,3899,4,1,40,50,0;;4136;3899;4;1;40;50;0;;;;;;
4137,3900,3,1,25,35,0;;4137;3900;3;1;25;35;0;;;;;;
4138,3901,1,3,13,20,6;;4138;3901;1;3;13;20;6;;;;;;
4139,3902,1,3,13,20,6;;4139;3902;1;3;13;20;6;;;;;;
4140,3903,4,2,40,30,4;;4140;3903;4;2;40;30;4;;;;;;
4141,3904,1,1,13,20,0;;4141;3904;1;1;13;20;0;;;;;;
4142,3905,3,1,25,35,0;;4142;3905;3;1;25;35;0;;;;;;
4143,3906,1,4,13,20,8;;4143;3906;1;4;13;20;8;;;;;;
4144,3907,4,2,40,30,6;;4144;3907;4;2;40;30;6;;;;;;
4145,3908,2,1,25,35,0;;4145;3908;2;1;25;35;0;;;;;;
4146,3909,2,1,25,35,0;;4146;3909;2;1;25;35;0;;;;;;
4147,3910,1,10,13,20,50;;4147;3910;1;10;13;20;50;;;;;;
4148,3911,3,1,25,35,0;;4148;3911;3;1;25;35;0;;;;;;
4149,3912,4,7,40,50,35;;4149;3912;4;7;40;50;35;;;;;;
4150,3913,4,1,40,50,0;;4150;3913;4;1;40;50;0;;;;;;
4151,3914,2,2,25,35,4;;4151;3914;2;2;25;35;4;;;;;;
4152,3915,4,1,40,50,0;;4152;3915;4;1;40;50;0;;;;;;
4153,3916,1,5,13,20,15;;4153;3916;1;5;13;20;15;;;;;;
4154,3917,2,1,25,35,0;;4154;3917;2;1;25;35;0;;;;;;
4155,3918,3,1,25,35,0;;4155;3918;3;1;25;35;0;;;;;;
4156,3919,1,2,13,20,4;;4156;3919;1;2;13;20;4;;;;;;
4157,3920,2,5,25,35,25;;4157;3920;2;5;25;35;25;;;;;;
4158,3921,4,2,40,50,4;;4158;3921;4;2;40;50;4;;;;;;
4159,3922,2,5,25,35,15;;4159;3922;2;5;25;35;15;;;;;;
4160,3923,3,1,25,35,0;;4160;3923;3;1;25;35;0;;;;;;
4161,3924,2,1,25,35,0;;4161;3924;2;1;25;35;0;;;;;;
4162,3925,4,3,40,50,6;;4162;3925;4;3;40;50;6;;;;;;
4163,3926,2,1,25,35,0;;4163;3926;2;1;25;35;0;;;;;;
4164,3927,2,5,25,35,15;;4164;3927;2;5;25;35;15;;;;;;
4165,3928,2,1,25,35,0;;4165;3928;2;1;25;35;0;;;;;;
4166,3929,2,3,25,35,6;;4166;3929;2;3;25;35;6;;;;;;
4167,3930,4,1,40,50,0;;4167;3930;4;1;40;50;0;;;;;;
4168,3931,2,1,25,35,0;;4168;3931;2;1;25;35;0;;;;;;
4169,3932,2,3,25,35,6;;4169;3932;2;3;25;35;6;;;;;;
4170,3933,4,1,40,50,0;;4170;3933;4;1;40;50;0;;;;;;
4171,3934,3,1,25,35,0;;4171;3934;3;1;25;35;0;;;;;;
4172,3935,1,10,13,20,50;;4172;3935;1;10;13;20;50;;;;;;
4173,3936,2,5,25,35,25;;4173;3936;2;5;25;35;25;;;;;;
4174,3937,1,5,13,20,15;;4174;3937;1;5;13;20;15;;;;;;
4175,3938,3,3,25,35,6;;4175;3938;3;3;25;35;6;;;;;;
4176,3939,1,1,13,20,0;;4176;3939;1;1;13;20;0;;;;;;
4177,3940,4,1,40,50,0;;4177;3940;4;1;40;50;0;;;;;;
4178,3941,2,1,25,35,0;;4178;3941;2;1;25;35;0;;;;;;
4179,3942,1,2,13,20,2;;4179;3942;1;2;13;20;2;;;;;;
4180,3943,2,1,25,35,0;;4180;3943;2;1;25;35;0;;;;;;
4181,3944,1,3,13,20,6;;4181;3944;1;3;13;20;6;;;;;;
4182,3945,1,2,13,20,2;;4182;3945;1;2;13;20;2;;;;;;
4183,3946,1,1,13,20,0;;4183;3946;1;1;13;20;0;;;;;;
4184,3947,3,1,25,35,0;;4184;3947;3;1;25;35;0;;;;;;
4185,3948,2,1,25,35,0;;4185;3948;2;1;25;35;0;;;;;;
4186,3949,4,1,40,50,0;;4186;3949;4;1;40;50;0;;;;;;
4187,3950,1,3,13,20,6;;4187;3950;1;3;13;20;6;;;;;;
4188,3951,4,2,40,50,2;;4188;3951;4;2;40;50;2;;;;;;
4189,3952,2,5,25,35,20;;4189;3952;2;5;25;35;20;;;;;;
4190,3953,2,5,25,35,20;;4190;3953;2;5;25;35;20;;;;;;
4191,3954,2,5,25,35,20;;4191;3954;2;5;25;35;20;;;;;;
4192,3955,4,1,40,50,0;;4192;3955;4;1;40;50;0;;;;;;
4193,3956,4,1,40,50,0;;4193;3956;4;1;40;50;0;;;;;;
4194,3957,3,1,25,35,0;;4194;3957;3;1;25;35;0;;;;;;
4195,3958,2,1,25,35,0;;4195;3958;2;1;25;35;0;;;;;;
4196,3959,4,1,40,50,0;;4196;3959;4;1;40;50;0;;;;;;
4197,3960,1,10,13,20,50;;4197;3960;1;10;13;20;50;;;;;;
4198,3961,4,3,40,50,9;;4198;3961;4;3;40;50;9;;;;;;
4199,3962,1,5,13,20,15;;4199;3962;1;5;13;20;15;;;;;;
4200,3963,4,1,40,50,0;;4200;3963;4;1;40;50;0;;;;;;
4201,3964,4,2,40,50,5;;4201;3964;4;2;40;50;5;;;;;;
4202,3965,3,1,25,35,0;;4202;3965;3;1;25;35;0;;;;;;
4203,3966,2,3,25,35,6;;4203;3966;2;3;25;35;6;;;;;;
4204,3967,1,2,13,20,2;;4204;3967;1;2;13;20;2;;;;;;
4205,3968,1,1,13,20,0;;4205;3968;1;1;13;20;0;;;;;;
4206,3969,2,1,25,35,0;;4206;3969;2;1;25;35;0;;;;;;
4207,3970,2,1,25,35,0;;4207;3970;2;1;25;35;0;;;;;;
4208,3971,4,1,40,50,0;;4208;3971;4;1;40;50;0;;;;;;
4209,3972,1,1,13,20,0;;4209;3972;1;1;13;20;0;;;;;;
4210,3973,4,1,40,50,0;;4210;3973;4;1;40;50;0;;;;;;
4211,3974,2,3,25,35,6;;4211;3974;2;3;25;35;6;;;;;;
4212,3975,1,2,13,20,2;;4212;3975;1;2;13;20;2;;;;;;
4213,3976,1,3,13,20,6;;4213;3976;1;3;13;20;6;;;;;;
4214,3977,1,2,13,20,2;;4214;3977;1;2;13;20;2;;;;;;
4215,3978,3,3,25,35,9;;4215;3978;3;3;25;35;9;;;;;;
4216,3979,4,3,40,50,10;;4216;3979;4;3;40;50;10;;;;;;
4217,3980,4,1,40,50,0;;4217;3980;4;1;40;50;0;;;;;;
4218,3981,4,10,40,50,50;;4218;3981;4;10;40;50;50;;;;;;
4219,3982,1,1,13,20,0;;4219;3982;1;1;13;20;0;;;;;;
4220,3983,2,1,25,35,0;;4220;3983;2;1;25;35;0;;;;;;
4221,3984,2,1,25,35,0;;4221;3984;2;1;25;35;0;;;;;;
4222,3985,4,1,40,50,0;;4222;3985;4;1;40;50;0;;;;;;
4223,3986,1,1,13,20,0;;4223;3986;1;1;13;20;0;;;;;;
4224,3987,4,1,40,50,0;;4224;3987;4;1;40;50;0;;;;;;
4225,3988,3,3,25,35,9;;4225;3988;3;3;25;35;9;;;;;;
